0,업종,상호명,시도,구,도로명,주소,x,y
327,마트·편의점,밀양상회,대구,북구,칠성남로43길,4(칠성동1가),128.6033494,35.87666513
328,마트·편의점,바다넷,대구,북구,학남로17길,8-20201호(국우동),128.5706256,35.94466787
329,마트·편의점,바다로수산,대구,북구,칠성시장로,42A지구삼성상가(칠성동1가),128.6034802,35.8778191
330,마트·편의점,바다마을,대구,북구,칠성시장로,34가동2호(칠성동1가),128.6039134,35.87702959
331,마트·편의점,바다세상,대구,북구,한강로,"17상가동114호(사수동,금호서한이다음)",128.5121045,35.89738101
332,마트·편의점,바다수산,대구,북구,팔달로33길,28-2(노원동3가),128.5674762,35.89023063
333,마트·편의점,바다친구,대구,북구,태암남로11길,"33,1층(구암동)",128.5540176,35.9279278
334,마트·편의점,반야식품,대구,북구,매천로18길,"34,B동95호(매천동)농수산물도매시장관련상가1층",128.5432494,35.90086265
335,마트·편의점,반야월상회,대구,북구,칠성동,1가263-5,128.6032779,35.87707079
336,마트·편의점,백과원,대구,북구,매천로18길,34(매천동),128.5432494,35.90086265
337,마트·편의점,백길과일,대구,북구,관음중앙로28길,38-10(관음동),128.5458113,35.94170678
338,마트·편의점,백두산건어물,대구,북구,칠성남로,225-1(칠성동1가),128.60499,35.87638144
339,마트·편의점,백두의아침,대구,북구,내곡로,"75,5층502호(사수동)",128.5117194,35.90165839
340,마트·편의점,백령민물수산,대구,북구,칠성시장로,17-2(칠성동1가),128.6042938,35.87573858
341,마트·편의점,백운상회,대구,북구,칠성남로,"221(칠성동1가,A동3호)",128.6046877,35.87645054
342,마트·편의점,버들푸드센터,대구,북구,침산남로46길,"34,2층(침산동)",128.6000176,35.88513289
343,마트·편의점,번개시장,대구,북구,구암로,"140,1층(구암동,성원빌딩)",128.5560262,35.93157573
344,마트·편의점,베트남(VIETNAM)아시아마트,대구,북구,팔달로33길,18(노원동3가),128.5680216,35.88960559
345,마트·편의점,보건상회,대구,북구,매천로18길,34(매천동),128.5432494,35.90086265
346,마트·편의점,보경민물,대구,북구,칠성시장로9길,20(칠성동1가),128.6022895,35.87770559
347,마트·편의점,보고수산,대구,북구,동변로24길,32-21(동변동),128.6005565,35.92564634
348,마트·편의점,보광상회,대구,북구,칠성남로41길,3(칠성동1가),128.6025504,35.87660362
349,마트·편의점,보노도씨,대구,북구,동북로61길,23(복현동),128.6251544,35.89376542
350,마트·편의점,보성유통,대구,북구,구암로21길,26(읍내동),128.5527607,35.93495035
351,마트·편의점,보성유통,대구,북구,칠성시장로,33(칠성동1가),128.6034367,35.8769371
352,마트·편의점,보성축산,대구,북구,칠성남로,"227-2,1층(칠성동1가)",128.6053164,35.8763167
353,마트·편의점,보성축산,대구,북구,칠성남로,"227-2,1층(칠성동1가)",128.6053164,35.8763167
354,마트·편의점,보성할인마트,대구,북구,칠곡중앙대로126길,"7-13,1층(읍내동)",128.5542997,35.95142432
